dataset,arch,variant,variant_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,sigma,acc,checkpoint,matrix_csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,2.5,0.202000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,2.75,0.126000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,3,0.102000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,3.25,0.102000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,3.5,0.102000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,3.75,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,4,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,4.25,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,4.5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,4.75,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
imagenet,resnet34,l1,"L1-wo (weights only, $10^{-5}$)",l1,1em05,0.0,42,16,0,16,5,0.100000,/scratch/gs14/sl9144/snn_ckpts/imagenet-checkpoints/resnet34_L[16]_mneablate_imagenet_l1_rc1em05_seed42_L16_trainT0.pth,/home/595/sl9144/codes/snn_simulation/important_results/imagenet_resnet34_five_regs_sigma0_5_seed42/l1/noise_sweep_matrix_imagenet_resnet34_T16_mode_rate_uniform_schedule_normal_seed_42.csv
