epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8974130958547373,0.0,4.0,86.43066146399741,0.04321533073199871,14.814,20.25,1735.0612564086914
1.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.8267565967176881,0.0,4.0,72.6078213516667,0.03630391067583335,19.06,22.29,1431.0772078037262
2.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7866083374413688,0.0,4.0,61.63482844532084,0.030817414222660423,22.482,29.62,1225.8985126018524
3.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.7346565618234522,0.0,4.0,53.155998359456824,0.02657799917972841,24.822,28.87,1083.9259202480316
4.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6940267031150096,0.0,4.0,46.65683512438947,0.023328417562194732,26.828,35.84,987.0779070854187
5.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6700851499577007,0.0,4.0,41.85213112458181,0.020926065562290905,28.966,34.73,920.4065434932709
6.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.6626335399230118,0.0,4.0,38.3434615369173,0.019171730768458652,30.72,39.21,872.729926109314
7.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.5928636168884804,0.0,4.0,36.133038533921386,0.018066519266960693,33.708,40.5,829.1342777013779
8.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990019347356714,0.0,4.0,34.67904210805992,0.017339521054029958,35.508,47.58,802.3853112459183
9.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,34.06098993436388,0.017030494967181942,37.548,50.21,783.2311860322952
10.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,34.14756794391622,0.01707378397195811,39.108,52.65,770.526598572731
11.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,34.48848460313887,0.017244242301569436,41.146,47.44,756.2446520328522
12.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,35.23048975599496,0.01761524487799748,43.022,56.93,743.5343576669693
13.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,36.1196203219038,0.0180598101609519,44.78,56.99,732.1447920799255
14.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,37.05508101574266,0.01852754050787133,46.044,62.54,730.0873876810074
15.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,37.86914329444198,0.018934571647220993,47.202,62.31,726.7045987844467
16.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,38.69723215777019,0.019348616078885095,47.962,62.93,723.969029545784
17.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,4.0,39.33275112971231,0.019666375564856155,48.386,55.26,724.9597482681274
18.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3298979272013125,0.0,4.0,40.0200132371689,0.020010006618584448,49.152,61.46,723.568799495697
19.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299123477143095,0.0,4.0,40.48913979620668,0.02024456989810334,49.882,58.9,724.108876824379
20.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299094637489075,0.0,4.0,40.87839113686443,0.020439195568432215,50.644,66.29,720.1138525009155
21.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299422161201077,0.0,4.0,41.532306597424736,0.02076615329871237,50.804,62.65,722.8174057006836
22.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299259449667333,0.0,4.0,41.93772108130589,0.020968860540652945,50.94,65.27,723.2166069746017
23.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990719762909443,0.0,4.0,42.25503528092003,0.021127517640460017,51.76,61.94,719.8631727695465
24.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299269737185115,0.0,4.0,42.52320887826368,0.021261604439131842,51.42,62.49,719.0946863889694
25.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.32990781524602103,0.0,4.0,42.738049046888285,0.021369024523444143,52.326,67.47,720.4930905103683
26.0,0.0,risk,1.0,0.0,1.0,1.0,1.0,0.0,0.3299391257488514,0.0,4.0,43.01783320547244,0.02150891660273622,52.37,66.86,718.483296751976
