dataset,model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,0.25,1,20302902,75.860000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,0.25,2,20302903,75.400000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,0.5,0,20303001,64.710000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,0.5,1,20303002,65.160000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,0.5,2,20303003,64.700000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,1,0,20303101,40.280000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,1,1,20303102,40.440000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,post_input_if,1,2,20303103,40.840000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0,0,20302801,81.710000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0.25,0,20302901,61.100000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0.25,1,20302902,60.970000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0.25,2,20302903,60.860000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0.5,0,20303001,28.790000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0.5,1,20303002,28.740000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,0.5,2,20303003,28.400000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,1,0,20303101,15.900000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,1,1,20303102,15.870000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_all_current,WD (all params),42,16,16,both,1,2,20303103,15.880000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_all_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0,0,20302801,82.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,0,20302901,79.930000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,1,20302902,80.290000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.25,2,20302903,79.700000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,0,20303001,67.320000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,1,20303002,65.880000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,0.5,2,20303003,66.150000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,0,20303101,41.600000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,1,20303102,42.080000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,post_input_if,1,2,20303103,42.670000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0,0,20302801,82.190000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0.25,0,20302901,72.820000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0.25,1,20302902,73.150000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0.25,2,20302903,72.590000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0.5,0,20303001,31.850000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0.5,1,20303002,31.790000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,0.5,2,20303003,31.730000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,1,0,20303101,17.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,1,1,20303102,16.870000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,wd_weight_only,WD (weights only),42,16,16,both,1,2,20303103,17.250000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_wd_weight_only_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0,0,20302801,82.070000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0.25,0,20302901,79.840000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0.25,1,20302902,79.210000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0.25,2,20302903,79.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0.5,0,20303001,64.410000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0.5,1,20303002,63.910000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,0.5,2,20303003,64.420000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,1,0,20303101,45.480000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,1,1,20303102,45.150000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,post_input_if,1,2,20303103,46.110000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0,0,20302801,82.070000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0.25,0,20302901,74.330000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0.25,1,20302902,74.760000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0.25,2,20302903,74.990000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0.5,0,20303001,37.140000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0.5,1,20303002,36.870000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,0.5,2,20303003,36.650000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,1,0,20303101,21.300000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,1,1,20303102,21.130000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
fashion_mnist,cnn2,no_reg_current,No Reg,42,16,16,both,1,2,20303103,21.490000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_current_rcnone_seed42_ep30_L16_trainT0.pth
