epoch,alpha,q_assignment,q_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,reg_grad_norm,reg_coeff_grad_norm,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.9584860083697092,0.0,0.0,85.43384752928743,0.04271692376464372,1.502,1.91,2641.6653718948364
1.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.9037097283946279,0.0,0.0,71.59913150804057,0.03579956575402029,2.07,2.52,2354.0986638069153
2.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8892648349637571,0.0,0.0,60.42354869275448,0.03021177434637724,2.432,3.71,2156.1211581230164
3.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8703394981906237,0.0,0.0,51.99675210566487,0.025998376052832433,3.142,4.65,2013.2111110687256
4.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.8295905788231384,0.0,0.0,45.42302407148769,0.022711512035743845,3.494,4.21,1917.1536526679993
5.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.792005011492678,0.0,0.0,40.53473840670734,0.02026736920335367,3.882,5.85,1853.1972060203552
6.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.7545158477390513,0.0,0.0,37.234844376090386,0.018617422188045192,4.482,6.12,1802.3658385276794
7.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.7174757369948775,0.0,0.0,35.1124674747,0.017556233737349998,4.744,7.37,1772.561348438263
8.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6883954049071388,0.0,0.0,33.88811089989776,0.01694405544994888,5.028,8.0,1748.7499208450317
9.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6701743438115815,0.0,0.0,33.3762677698412,0.0166881338849206,5.29,7.61,1732.718867778778
10.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6633168056492915,0.0,0.0,33.408046406476174,0.016704023203238088,5.806,9.05,1716.280131816864
11.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6603608788431757,0.0,0.0,33.813404120522584,0.01690670206026129,6.334,10.2,1705.6714496612549
12.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6599950526681397,0.0,0.0,34.50985140365846,0.01725492570182923,6.744,9.62,1692.401683807373
13.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.659836022750191,0.0,0.0,35.57063251420949,0.017785316257104746,7.164,10.34,1683.6727480888367
14.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.6597937941551208,0.0,0.0,36.66398873231312,0.01833199436615656,7.85,9.66,1678.1185822486877
15.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3712394749721908,0.0,0.0,37.821561424344175,0.018910780712172087,8.16,11.55,1671.174545764923
16.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,39.0612142366517,0.01953060711832585,8.722,11.66,1669.0988626480103
17.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,40.18840925217388,0.02009420462608694,9.316,12.29,1667.742531299591
18.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,41.340008509413124,0.020670004254706564,9.522,12.27,1668.2823555469513
19.0,0.0,layer_mean,1.0,0.0,1.0,1.0,1.0,0.0,0.3298968970775604,0.0,0.0,42.43059711749089,0.021215298558745446,9.732,14.82,1668.6929864883423
